,city,location,latitude,longitude,pincode
983,Chopal,Himachal Pradesh,31.2167,77.4778,171211
984,Matiana,Himachal Pradesh,31.2167,77.4167,171212
985,Narkanda,Himachal Pradesh,31.2667,77.45,171213
986,Dehabalson,Himachal Pradesh,31.2167,77.4778,171214
987,Rohni,Himachal Pradesh,31.2167,77.4778,171215
988,Shilaroo,Himachal Pradesh,31.2167,77.4778,171216
989,Sandhu,Himachal Pradesh,31.2167,77.4778,171217
990,Deori,Himachal Pradesh,31.1667,77.5667,171218
991,Cheog,Himachal Pradesh,31.2167,77.4778,171219
992,Tatta Pani,Himachal Pradesh,31.3833,77.2,171302
993,Churag,Himachal Pradesh,31.3833,77.2,171303
994,Karsog,Himachal Pradesh,31.3833,77.2,171304
995,Chaila,Himachal Pradesh,31.3833,77.2,171305
996,Pangna,Himachal Pradesh,31.3833,77.2,171306
997,Gaura,Himachal Pradesh,31.3944,77.5056,172002
998,Nankhari,Himachal Pradesh,31.4083,77.425,172021
999,Nogli,Himachal Pradesh,31.4083,77.425,172022
1000,Nirmand,Himachal Pradesh,31.4083,77.425,172023
1001,Kingal,Himachal Pradesh,31.4083,77.425,172024
1002,Dalash,Himachal Pradesh,31.3833,77.4333,172025
1003,Ani,Himachal Pradesh,31.4333,77.4167,172026
1004,Bara Gaon,Himachal Pradesh,31.4083,77.425,172027
